date,home_team,away_team,team,scorer,minute,own_goal,penalty
1971-11-24,Spain,Cyprus,Spain,Enrique Lora,66,FALSE,FALSE
1971-11-24,Spain,Cyprus,Spain,José Francisco Rojo,75,FALSE,FALSE
1971-12-01,Greece,England,England,Geoff Hurst,59,FALSE,FALSE
1971-12-01,Greece,England,England,Martin Chivers,90,FALSE,FALSE
1971-12-04,Bulgaria,France,Bulgaria,Petar Zhekov,47,FALSE,FALSE
1971-12-04,Bulgaria,France,Bulgaria,Atanas Mihaylov,82,FALSE,FALSE
1971-12-04,Bulgaria,France,France,Bernard Blanchet,84,FALSE,FALSE
1971-12-05,Turkey,Poland,Turkey,Cemil Turan,52,FALSE,FALSE
1972-02-16,Northern Ireland,Spain,Spain,José Francisco Rojo,41,FALSE,FALSE
1972-02-16,Northern Ireland,Spain,Northern Ireland,Sammy Morgan,71,FALSE,FALSE
1972-02-23,Cameroon,Kenya,Cameroon,Jean-Baptiste N'Doga,7,FALSE,FALSE
1972-02-23,Cameroon,Kenya,Cameroon,Paul-Gaston N'Dongo,20,FALSE,FALSE
1972-02-23,Cameroon,Kenya,Kenya,Jonathan Niva,44,FALSE,FALSE
1972-02-24,Mali,Togo,Mali,Bakary Traoré,10,FALSE,FALSE
1972-02-24,Mali,Togo,Togo,Edmond Apéti Kaolo,45,FALSE,TRUE
1972-02-24,Mali,Togo,Mali,Fantamady Keita,46,FALSE,FALSE
1972-02-24,Mali,Togo,Mali,Bako Touré,49,FALSE,FALSE
1972-02-24,Mali,Togo,Togo,Edmond Apéti Kaolo,60,FALSE,FALSE
1972-02-24,Mali,Togo,Togo,Covi Adé,81,FALSE,FALSE
1972-02-25,Congo,Morocco,Morocco,Ahmed Faras,34,FALSE,FALSE
1972-02-25,Congo,Morocco,Congo,Paul Moukila,45,FALSE,FALSE
1972-02-25,Sudan,DR Congo,DR Congo,Mayanga Maku,53,FALSE,FALSE
1972-02-25,Sudan,DR Congo,Sudan,Omar Ali Hasab El-Rasoul,55,FALSE,FALSE
1972-02-26,Cameroon,Togo,Cameroon,Joseph Yegba Maya,64,FALSE,FALSE
1972-02-26,Cameroon,Togo,Cameroon,Simo Emmanuel Mvé,79,FALSE,FALSE
1972-02-26,Kenya,Mali,Mali,Fantamady Keita,45,FALSE,FALSE
1972-02-26,Kenya,Mali,Kenya,Daniel Arudhi Nicodémus,60,FALSE,FALSE
1972-02-27,Congo,DR Congo,DR Congo,Jean Kalala N'Tumba,16,FALSE,FALSE
1972-02-27,Congo,DR Congo,DR Congo,Jean Kalala N'Tumba,59,FALSE,FALSE
1972-02-27,Morocco,Sudan,Morocco,Ahmed Faras,32,FALSE,FALSE
1972-02-27,Morocco,Sudan,Sudan,Bushara Abdel-Nadief,49,FALSE,FALSE
1972-02-28,Cameroon,Mali,Mali,Fantamady Keita,43,FALSE,FALSE
1972-02-28,Cameroon,Mali,Cameroon,François N'Doumbé,67,FALSE,FALSE
1972-02-28,Kenya,Togo,Kenya,Peter Ouma,30,FALSE,FALSE
1972-02-28,Kenya,Togo,Togo,Edmond Apéti Kaolo,60,FALSE,FALSE
1972-02-29,Congo,Sudan,Congo,Jean-Michel M'Bono,8,FALSE,FALSE
1972-02-29,Congo,Sudan,Congo,François M'Pelé,32,FALSE,FALSE
1972-02-29,Congo,Sudan,Sudan,Kamal Abdel Wahab,37,FALSE,FALSE
1972-02-29,Congo,Sudan,Sudan,Ahmed Bushara Wahba,44,FALSE,FALSE
1972-02-29,Congo,Sudan,Congo,Jonas Bahamboula,46,FALSE,FALSE
1972-02-29,Congo,Sudan,Congo,Jean-Michel M'Bono,55,FALSE,FALSE
1972-02-29,Morocco,DR Congo,DR Congo,Mayanga Maku,3,FALSE,FALSE
1972-02-29,Morocco,DR Congo,Morocco,Ahmed Faras,36,FALSE,FALSE
1972-03-02,Algeria,Guinea,Algeria,Mokhtar Kalem,65,FALSE,FALSE
1972-03-02,Cameroon,Congo,Congo,Noël Birindi Minga,31,FALSE,FALSE
1972-03-02,Mali,DR Congo,DR Congo,Jean Kalala N'Tumba,6,FALSE,FALSE
1972-03-02,Mali,DR Congo,Mali,Adama Traoré,17,FALSE,FALSE
1972-03-02,Mali,DR Congo,Mali,Fantamady Keita,48,FALSE,FALSE
1972-03-02,Mali,DR Congo,DR Congo,Kakoko Etepé,61,FALSE,FALSE
1972-03-02,Mali,DR Congo,Mali,Bako Touré,68,FALSE,FALSE
1972-03-02,Mali,DR Congo,DR Congo,Gary Ngassebe,78,FALSE,FALSE
1972-03-02,Mali,DR Congo,Mali,Fantamady Keita,92,FALSE,FALSE
1972-03-04,Cameroon,DR Congo,Cameroon,Jean-Paul Akono,4,FALSE,TRUE
1972-03-04,Cameroon,DR Congo,DR Congo,Kakoko Etepé,13,FALSE,FALSE
1972-03-04,Cameroon,DR Congo,DR Congo,Mayanga Maku,17,FALSE,FALSE
1972-03-04,Cameroon,DR Congo,Cameroon,Paul-Gaston N'Dongo,31,FALSE,FALSE
1972-03-04,Cameroon,DR Congo,Cameroon,Norbert Owona,32,FALSE,FALSE
1972-03-04,Cameroon,DR Congo,Cameroon,Philippe Michel Mouthé,34,FALSE,FALSE
1972-03-04,Cameroon,DR Congo,Cameroon,Jean-Baptiste N'Doga,42,FALSE,FALSE
1972-03-05,Congo,Mali,Mali,Moussa Diakhité,42,FALSE,FALSE
1972-03-05,Congo,Mali,Congo,Jean-Michel M'Bono,57,FALSE,FALSE
1972-03-05,Congo,Mali,Congo,Jean-Michel M'Bono,59,FALSE,FALSE
1972-03-05,Congo,Mali,Congo,François M'Pelé,63,FALSE,FALSE
1972-03-05,Congo,Mali,Mali,Moussa Traoré,75,FALSE,FALSE
1972-03-12,Guinea,Algeria,Guinea,Maxime Camara,28,FALSE,FALSE
1972-03-12,Guinea,Algeria,Guinea,Petit Sory,36,FALSE,FALSE
1972-03-12,Guinea,Algeria,Guinea,Soriba Soumah,54,FALSE,TRUE
1972-03-12,Guinea,Algeria,Algeria,Rabah Gamouh,62,FALSE,FALSE
1972-03-12,Guinea,Algeria,Guinea,Chérif Souleymane,78,FALSE,FALSE
1972-03-12,Guinea,Algeria,Guinea,Smith Samuel,82,FALSE,FALSE
1972-03-29,Portugal,Cyprus,Portugal,Humberto Coelho,7,FALSE,FALSE
1972-03-29,Portugal,Cyprus,Portugal,Nené,17,FALSE,FALSE
1972-03-29,Portugal,Cyprus,Portugal,Artur Jorge,46,FALSE,FALSE
1972-03-29,Portugal,Cyprus,Portugal,Rui Jordão,81,FALSE,FALSE
1972-04-29,England,Germany,Germany,Uli Hoeneß,27,FALSE,FALSE
1972-04-29,England,Germany,England,Francis Lee,78,FALSE,FALSE
1972-04-29,England,Germany,Germany,Günter Netzer,84,FALSE,TRUE
1972-04-29,England,Germany,Germany,Gerd Müller,88,FALSE,FALSE
1972-04-29,Hungary,Romania,Hungary,László Branikovits,11,FALSE,FALSE
1972-04-29,Hungary,Romania,Romania,Lajos Sătmăreanu,56,FALSE,FALSE
1972-04-30,Austria,Malta,Austria,Josef Hickersberger,29,FALSE,FALSE
1972-04-30,Austria,Malta,Austria,Josef Hickersberger,34,FALSE,FALSE
1972-04-30,Austria,Malta,Austria,Josef Hickersberger,36,FALSE,FALSE
1972-04-30,Austria,Malta,Austria,Norbert Hof,85,FALSE,FALSE
1972-05-06,Hungary,Malta,Hungary,Lajos Kocsis,35,FALSE,FALSE
1972-05-06,Hungary,Malta,Hungary,Ferenc Bene,60,FALSE,FALSE
1972-05-06,Hungary,Malta,Hungary,István Juhász,75,FALSE,FALSE
1972-05-07,Iran,Cambodia,Iran,Hossein Kalani,45,FALSE,FALSE
1972-05-07,Iran,Cambodia,Iran,Safar Iranpak,51,FALSE,FALSE
1972-05-08,Thailand,Kuwait,Kuwait,Jawad Khalaf,42,FALSE,FALSE
1972-05-08,Thailand,Kuwait,Kuwait,Fayez Marzouq,87,FALSE,FALSE
1972-05-09,Iran,Iraq,Iran,Hossein Kalani,34,FALSE,FALSE
1972-05-09,Iran,Iraq,Iran,Hossein Kalani,70,FALSE,FALSE
1972-05-09,Iran,Iraq,Iran,Hossein Kalani,78,FALSE,FALSE
1972-05-10,Cambodia,South Korea,South Korea,Park Su-deok,37,FALSE,FALSE
1972-05-10,Cambodia,South Korea,South Korea,Lee Hoi-taek,59,FALSE,FALSE
1972-05-10,Cambodia,South Korea,South Korea,Cha Bum-kun,69,FALSE,FALSE
1972-05-10,Cambodia,South Korea,South Korea,Park Lee-chun,78,FALSE,FALSE
1972-05-10,Cambodia,South Korea,Cambodia,Doeur Sokhom,82,FALSE,FALSE
1972-05-10,Cyprus,Portugal,Portugal,Chico Faria,36,FALSE,FALSE
1972-05-11,Thailand,Iraq,Iraq,Ammo Yousif,6,FALSE,FALSE
1972-05-11,Thailand,Iraq,Thailand,Supakit Meelarpkit,57,FALSE,FALSE
1972-05-12,South Korea,Kuwait,South Korea,Park Lee-chun,2,FALSE,TRUE
1972-05-12,South Korea,Kuwait,Kuwait,Mohammad Sultan,25,FALSE,FALSE
1972-05-12,South Korea,Kuwait,Kuwait,Ibrahim Al Duraihem,73,FALSE,FALSE
1972-05-13,Belgium,Italy,Belgium,Wilfried Van Moer,23,FALSE,FALSE
1972-05-13,Belgium,Italy,Belgium,Paul Van Himst,71,FALSE,FALSE
1972-05-13,Belgium,Italy,Italy,Gigi Riva,86,FALSE,TRUE
1972-05-13,Russia,Yugoslavia,Russia,Viktor Kolotov,53,FALSE,FALSE
1972-05-13,Russia,Yugoslavia,Russia,Anatoliy Banishevskiy,74,FALSE,FALSE
1972-05-13,Russia,Yugoslavia,Russia,Eduard Kozynkevych,90,FALSE,FALSE
1972-05-13,Thailand,Iran,Thailand,Prapon Tantariyanond,69,FALSE,FALSE
1972-05-13,Thailand,Iran,Thailand,Prapon Tantariyanond,70,FALSE,FALSE
1972-05-13,Thailand,Iran,Iran,Ali Jabbari,80,FALSE,FALSE
1972-05-13,Thailand,Iran,Iran,Ali Jabbari,86,FALSE,FALSE
1972-05-13,Thailand,Iran,Iran,Ali Jabbari,88,FALSE,FALSE
1972-05-14,Cambodia,Kuwait,Cambodia,Doeur Sokhom,23,FALSE,FALSE
1972-05-14,Cambodia,Kuwait,Cambodia,Sok Sun Hean,56,FALSE,FALSE
1972-05-14,Cambodia,Kuwait,Cambodia,Tes Sean,59,FALSE,FALSE
1972-05-14,Cambodia,Kuwait,Cambodia,Sea Cheng Eang,80,FALSE,FALSE
1972-05-14,Romania,Hungary,Hungary,István Szőke,5,FALSE,FALSE
1972-05-14,Romania,Hungary,Romania,Nicolae Dobrin,14,FALSE,FALSE
1972-05-14,Romania,Hungary,Hungary,Lajos Kocsis,36,FALSE,FALSE
1972-05-14,Romania,Hungary,Romania,Alexandru Neagu,81,FALSE,FALSE
1972-05-16,Iran,Cambodia,Iran,Safar Iranpak,13,FALSE,FALSE
1972-05-16,Iran,Cambodia,Cambodia,Doeur Sokhom,18,FALSE,FALSE
1972-05-16,Iran,Cambodia,Iran,Parviz Ghelichkhani,47,FALSE,FALSE
1972-05-17,Hungary,Romania,Hungary,Lajos Kocsis,27,FALSE,FALSE
1972-05-17,Hungary,Romania,Romania,Alexandru Neagu,34,FALSE,FALSE
1972-05-17,Hungary,Romania,Hungary,István Szőke,89,FALSE,FALSE
1972-05-17,Thailand,South Korea,Thailand,Prapon Tantariyanond,98,FALSE,FALSE
1972-05-17,Thailand,South Korea,South Korea,Park Lee-chun,115,FALSE,FALSE
1972-05-18,Belgium,Iceland,Belgium,Paul Van Himst,12,FALSE,FALSE
1972-05-18,Belgium,Iceland,Belgium,Odilon Polleunis,34,FALSE,FALSE
1972-05-18,Belgium,Iceland,Belgium,Odilon Polleunis,57,FALSE,FALSE
1972-05-18,Belgium,Iceland,Belgium,Einar Gunnarsson,89,TRUE,FALSE
1972-05-19,Iran,South Korea,Iran,Ali Jabbari,48,FALSE,FALSE
1972-05-19,Iran,South Korea,South Korea,Park Lee-chun,65,FALSE,FALSE
1972-05-19,Iran,South Korea,Iran,Hossein Kalani,108,FALSE,FALSE
1972-05-19,Thailand,Cambodia,Thailand,Ich Narding,6,FALSE,FALSE
1972-05-19,Thailand,Cambodia,Cambodia,Tol Kimchi,44,FALSE,FALSE
1972-05-19,Thailand,Cambodia,Cambodia,Tol Kimchi,49,FALSE,FALSE
1972-05-19,Thailand,Cambodia,Thailand,Ich Narding,90,FALSE,FALSE
1972-05-22,Belgium,Iceland,Belgium,Frans Janssens,28,FALSE,FALSE
1972-05-22,Belgium,Iceland,Belgium,Raoul Lambert,30,FALSE,TRUE
1972-05-22,Belgium,Iceland,Belgium,Raoul Lambert,49,FALSE,TRUE
1972-05-22,Belgium,Iceland,Belgium,Jean Dockx,60,FALSE,FALSE
1972-06-04,Zambia,Lesotho,Zambia,Joseph Mapulanga,25,FALSE,FALSE
1972-06-04,Zambia,Lesotho,Lesotho,Ramoseli Thietsi,30,FALSE,FALSE
1972-06-04,Zambia,Lesotho,Zambia,Godfrey Chitalu,35,FALSE,FALSE
1972-06-04,Zambia,Lesotho,Zambia,Freddie Mwila,40,FALSE,FALSE
1972-06-04,Zambia,Lesotho,Zambia,Freddie Mwila,67,FALSE,FALSE
1972-06-04,Zambia,Lesotho,Zambia,Freddie Mwila,72,FALSE,FALSE
1972-06-04,Zambia,Lesotho,Zambia,Godfrey Chitalu,80,FALSE,FALSE
1972-06-10,Austria,Sweden,Austria,Thomas Parits,65,FALSE,FALSE
1972-06-10,Austria,Sweden,Austria,Peter Pumm,78,FALSE,FALSE
1972-06-14,Belgium,Germany,Germany,Gerd Müller,24,FALSE,FALSE
1972-06-14,Belgium,Germany,Germany,Gerd Müller,71,FALSE,FALSE
1972-06-14,Belgium,Germany,Belgium,Odilon Polleunis,83,FALSE,FALSE
1972-06-14,Hungary,Russia,Russia,Anatoliy Konkov,53,FALSE,FALSE
1972-06-17,Belgium,Hungary,Belgium,Raoul Lambert,24,FALSE,FALSE
1972-06-17,Belgium,Hungary,Belgium,Paul Van Himst,28,FALSE,FALSE
1972-06-17,Belgium,Hungary,Hungary,Lajos Kű,53,FALSE,TRUE
1972-06-18,Benin,Ghana,Ghana,Ibrahim Sunday,21,FALSE,FALSE
1972-06-18,Benin,Ghana,Ghana,Kwasi Owusu,26,FALSE,FALSE
1972-06-18,Benin,Ghana,Ghana,Joseph Ghartey,40,FALSE,FALSE
1972-06-18,Benin,Ghana,Ghana,Abukari Gariba,65,FALSE,FALSE
1972-06-18,Benin,Ghana,Ghana,Abukari Gariba,75,FALSE,FALSE
1972-06-18,Germany,Russia,Germany,Gerd Müller,27,FALSE,FALSE
1972-06-18,Germany,Russia,Germany,Herbert Wimmer,52,FALSE,FALSE
1972-06-18,Germany,Russia,Germany,Gerd Müller,58,FALSE,FALSE
1972-06-20,DR Congo,Togo,DR Congo,Kembo Uba Kembo,27,FALSE,FALSE
1972-06-20,DR Congo,Togo,DR Congo,Jean Kalala N'Tumba,37,FALSE,FALSE
1972-06-20,DR Congo,Togo,DR Congo,Jean Kalala N'Tumba,73,FALSE,FALSE
1972-06-20,DR Congo,Togo,DR Congo,Kakoko Etepé,79,FALSE,FALSE
1972-06-21,Finland,Albania,Finland,Miikka Toivola,13,FALSE,FALSE
1972-07-02,Ghana,Benin,Ghana,Osei Kofi,20,FALSE,FALSE
1972-07-02,Ghana,Benin,Ghana,Osei Kofi,44,FALSE,FALSE
1972-07-02,Ghana,Benin,Ghana,Ibrahim Sunday,64,FALSE,FALSE
1972-07-02,Ghana,Benin,Ghana,Kwasi Owusu,66,FALSE,FALSE
1972-07-02,Ghana,Benin,Ghana,Clifford Odame,72,FALSE,TRUE
1972-07-02,Ghana,Benin,Benin,Damien Kamilou,NA,FALSE,FALSE
1972-07-16,Kenya,Sudan,Kenya,Daniel Anyanzwa,44,FALSE,FALSE
1972-07-16,Kenya,Sudan,Kenya,William Ouma,65,FALSE,FALSE
1972-07-23,Sudan,Kenya,Sudan,Ezzeldin Osman,40,FALSE,FALSE
1972-08-03,Norway,Iceland,Norway,Jan Fuglset,55,FALSE,TRUE
1972-08-03,Norway,Iceland,Norway,Tom Lund,57,FALSE,FALSE
1972-08-03,Norway,Iceland,Norway,Harry Hestad,83,FALSE,FALSE
1972-08-03,Norway,Iceland,Norway,Tor Egil Johansen,87,FALSE,FALSE
1972-08-03,Norway,Iceland,Iceland,Örn Óskarsson,90,FALSE,FALSE
1972-08-05,Nigeria,Congo,Congo,Jean-Michel M'Bono,2,FALSE,FALSE
1972-08-05,Nigeria,Congo,Nigeria,Kenneth Olayombo,66,FALSE,FALSE
1972-08-05,Nigeria,Congo,Nigeria,Yakubu Mambo,77,FALSE,FALSE
1972-08-15,Congo,Nigeria,Nigeria,Sunday Oyarekhua,28,FALSE,FALSE
1972-08-15,Congo,Nigeria,Congo,Noël Minga,88,FALSE,FALSE
1972-09-20,Finland,Romania,Romania,Radu Nunweiller,52,FALSE,FALSE
1972-09-20,Finland,Romania,Finland,Olavi Rissanen,86,FALSE,FALSE
1972-10-04,Norway,Belgium,Belgium,Léon Dolmans,58,FALSE,TRUE
1972-10-04,Norway,Belgium,Belgium,Raoul Lambert,60,FALSE,FALSE
1972-10-07,German DR,Finland,German DR,Hans-Jürgen Kreische,26,FALSE,FALSE
1972-10-07,German DR,Finland,German DR,Jürgen Sparwasser,68,FALSE,FALSE
1972-10-07,German DR,Finland,German DR,Joachim Streich,70,FALSE,FALSE
1972-10-07,German DR,Finland,German DR,Joachim Streich,76,FALSE,FALSE
1972-10-07,German DR,Finland,German DR,Jürgen Sparwasser,86,FALSE,FALSE
1972-10-07,Luxembourg,Italy,Italy,Giorgio Chinaglia,3,FALSE,FALSE
1972-10-07,Luxembourg,Italy,Italy,Gigi Riva,6,FALSE,FALSE
1972-10-07,Luxembourg,Italy,Italy,Gigi Riva,36,FALSE,FALSE
1972-10-07,Luxembourg,Italy,Italy,Fabio Capello,62,FALSE,FALSE
1972-10-13,France,Russia,France,Georges Bereta,61,FALSE,FALSE
1972-10-15,Austria,Hungary,Hungary,Antal Dunai,16,FALSE,FALSE
1972-10-15,Austria,Hungary,Hungary,Lajos Kocsis,20,FALSE,FALSE
1972-10-15,Austria,Hungary,Austria,Franz Hasil,58,FALSE,TRUE
1972-10-15,Austria,Hungary,Austria,Kurt Jara,71,FALSE,FALSE
1972-10-15,Sierra Leone,Ivory Coast,Ivory Coast,Mama Ouattara,32,FALSE,FALSE
1972-10-15,Sweden,Malta,Sweden,Ralf Edström,2,FALSE,FALSE
1972-10-15,Sweden,Malta,Sweden,Bo Larsson,18,FALSE,FALSE
1972-10-15,Sweden,Malta,Sweden,Ralf Edström,32,FALSE,FALSE
1972-10-15,Sweden,Malta,Sweden,Bo Larsson,35,FALSE,TRUE
1972-10-15,Sweden,Malta,Sweden,Roland Sandberg,44,FALSE,FALSE
1972-10-15,Sweden,Malta,Sweden,Dag Szepanski,57,FALSE,TRUE
1972-10-15,Sweden,Malta,Sweden,Ralf Edström,64,FALSE,FALSE
1972-10-18,Bulgaria,Northern Ireland,Bulgaria,Hristo Bonev,18,FALSE,TRUE
1972-10-18,Bulgaria,Northern Ireland,Bulgaria,Bozhil Kolev,53,FALSE,FALSE
1972-10-18,Bulgaria,Northern Ireland,Bulgaria,Hristo Bonev,85,FALSE,TRUE
1972-10-18,Denmark,Scotland,Scotland,Lou Macari,18,FALSE,FALSE
1972-10-18,Denmark,Scotland,Scotland,Jimmy Bone,20,FALSE,FALSE
1972-10-18,Denmark,Scotland,Denmark,Finn Laudrup,28,FALSE,FALSE
1972-10-18,Denmark,Scotland,Scotland,Joe Harper,80,FALSE,FALSE
1972-10-18,Denmark,Scotland,Scotland,Willie Morgan,83,FALSE,FALSE
1972-10-18,Republic of Ireland,Russia,Russia,Vladimir Fedotov,55,FALSE,FALSE
1972-10-18,Republic of Ireland,Russia,Russia,Viktor Kolotov,65,FALSE,FALSE
1972-10-18,Republic of Ireland,Russia,Republic of Ireland,Terry Conroy,83,FALSE,FALSE
1972-10-19,Spain,Yugoslavia,Spain,Amancio Amaro,30,FALSE,FALSE
1972-10-19,Spain,Yugoslavia,Yugoslavia,Dušan Bajević,52,FALSE,FALSE
1972-10-19,Spain,Yugoslavia,Yugoslavia,Dušan Bajević,60,FALSE,FALSE
1972-10-19,Spain,Yugoslavia,Spain,Juan Manuel Asensi,89,FALSE,FALSE
1972-10-22,Luxembourg,Turkey,Luxembourg,Gilbert Dussier,14,FALSE,FALSE
1972-10-22,Luxembourg,Turkey,Luxembourg,Nico Braun,16,FALSE,FALSE
1972-10-29,Ivory Coast,Sierra Leone,Ivory Coast,Noël Kouamé,42,FALSE,FALSE
1972-10-29,Ivory Coast,Sierra Leone,Ivory Coast,Mama Ouattara,72,FALSE,FALSE
1972-10-29,Romania,Albania,Romania,Nicolae Dobrin,38,FALSE,FALSE
1972-10-29,Romania,Albania,Romania,Emerich Dembrovschi,41,FALSE,FALSE
1972-11-01,Netherlands,Norway,Netherlands,Johan Neeskens,31,FALSE,FALSE
1972-11-01,Netherlands,Norway,Netherlands,Johan Neeskens,51,FALSE,FALSE
1972-11-01,Netherlands,Norway,Netherlands,Johan Cruyff,55,FALSE,FALSE
1972-11-01,Netherlands,Norway,Netherlands,Johan Neeskens,63,FALSE,FALSE
1972-11-01,Netherlands,Norway,Netherlands,Theo de Jong,70,FALSE,FALSE
1972-11-01,Netherlands,Norway,Netherlands,Willy Brokamp,76,FALSE,FALSE
1972-11-01,Netherlands,Norway,Netherlands,Piet Keizer,80,FALSE,TRUE
1972-11-01,Netherlands,Norway,Netherlands,Johan Cruyff,82,FALSE,FALSE
1972-11-01,Netherlands,Norway,Netherlands,Willy Brokamp,87,FALSE,FALSE
1972-11-15,Republic of Ireland,France,Republic of Ireland,Terry Conroy,27,FALSE,FALSE
1972-11-15,Republic of Ireland,France,France,Jean-Michel Larqué,66,FALSE,FALSE
1972-11-15,Republic of Ireland,France,Republic of Ireland,Ray Treacy,77,FALSE,FALSE
1972-11-15,Scotland,Denmark,Scotland,Kenny Dalglish,2,FALSE,FALSE
1972-11-15,Scotland,Denmark,Scotland,Peter Lorimer,46,FALSE,FALSE
1972-11-15,Wales,England,England,Colin Bell,35,FALSE,FALSE
1972-11-18,Yugoslavia,Greece,Yugoslavia,Jovan Aćimović,14,FALSE,FALSE
1972-11-19,Cyprus,Bulgaria,Bulgaria,Atanas Mihaylov,2,FALSE,FALSE
1972-11-19,Cyprus,Bulgaria,Bulgaria,Georgi Denev,15,FALSE,FALSE
1972-11-19,Cyprus,Bulgaria,Bulgaria,Hristo Bonev,17,FALSE,FALSE
1972-11-19,Cyprus,Bulgaria,Bulgaria,Hristo Bonev,80,FALSE,FALSE
1972-11-25,Malta,Austria,Austria,Helmut Köglberger,48,FALSE,FALSE
1972-11-25,Malta,Austria,Austria,Charles Spiteri,77,TRUE,FALSE
1972-11-25,Tanzania,Ethiopia,Ethiopia,Tekeste Gebremedhin,30,FALSE,FALSE
1972-11-25,Tanzania,Ethiopia,Tanzania,Nassoro Mashoto,58,FALSE,FALSE
1972-12-03,Senegal,Morocco,Senegal,Louis Gomis Diop,2,FALSE,FALSE
1972-12-03,Senegal,Morocco,Morocco,Maouhoub Ghazouani,26,FALSE,FALSE
1972-12-03,Senegal,Morocco,Morocco,Moustapha Choukri,72,FALSE,FALSE
1972-12-08,Egypt,Tunisia,Egypt,Ali Khalil,10,FALSE,FALSE
1972-12-08,Egypt,Tunisia,Tunisia,Ezzedine Chakroun,61,FALSE,FALSE
1972-12-08,Egypt,Tunisia,Egypt,Sayed Abdel Razek,69,FALSE,FALSE
1972-12-10,Ethiopia,Tanzania,Ethiopia,Tariku Ingdawerk,5,FALSE,FALSE
1972-12-10,Ethiopia,Tanzania,Ethiopia,Tariku Ingdawerk,12,FALSE,FALSE
1972-12-10,Ethiopia,Tanzania,Ethiopia,Seyoum Tesfaye,44,FALSE,FALSE
1972-12-10,Mauritius,Kenya,Mauritius,Daniel Imbert,37,FALSE,FALSE
1972-12-10,Mauritius,Kenya,Kenya,William Ouma,42,FALSE,FALSE
1972-12-10,Mauritius,Kenya,Kenya,John Shore,82,FALSE,FALSE
1972-12-10,Mauritius,Kenya,Kenya,William Ouma,84,FALSE,FALSE
1972-12-10,Turkey,Luxembourg,Turkey,Osman Arpacıoğlu,6,FALSE,FALSE
1972-12-10,Turkey,Luxembourg,Turkey,Osman Arpacıoğlu,39,FALSE,FALSE
1972-12-10,Turkey,Luxembourg,Turkey,Köksal Mesçi,79,FALSE,TRUE
1972-12-17,Kenya,Mauritius,Mauritius,Anwar Jackaria,17,FALSE,FALSE
1972-12-17,Kenya,Mauritius,Mauritius,Daniel Imbert,42,FALSE,FALSE
1972-12-17,Kenya,Mauritius,Kenya,William Ouma,56,FALSE,FALSE
1972-12-17,Kenya,Mauritius,Kenya,William Ouma,65,FALSE,FALSE
1972-12-17,Tunisia,Egypt,Tunisia,Ezzedine Chakroun,16,FALSE,FALSE
1972-12-17,Tunisia,Egypt,Tunisia,Mohieddine Habita,71,FALSE,FALSE
1973-01-17,Greece,Spain,Spain,Rubén Óscar Valdez,40,FALSE,FALSE
1973-01-17,Greece,Spain,Greece,Mimis Domazos,41,FALSE,FALSE
1973-01-17,Greece,Spain,Greece,Giorgos Koudas,56,FALSE,FALSE
1973-01-17,Greece,Spain,Spain,José Claramunt,65,FALSE,FALSE
1973-01-17,Greece,Spain,Spain,Rubén Óscar Valdez,86,FALSE,FALSE
1973-01-24,England,Wales,Wales,John Toshack,23,FALSE,FALSE
1973-01-24,England,Wales,England,Norman Hunter,41,FALSE,FALSE
1973-02-04,Cameroon,DR Congo,DR Congo,Jean Kalala N'Tumba,2,FALSE,FALSE
1973-02-10,Nigeria,Ghana,Nigeria,Kenneth Olayombo,15,FALSE,FALSE
1973-02-10,Nigeria,Ghana,Ghana,Kwasi Owusu,18,FALSE,TRUE
1973-02-10,Nigeria,Ghana,Nigeria,Yakubu Mambo,23,FALSE,FALSE
1973-02-10,Nigeria,Ghana,Ghana,Kwasi Owusu,55,FALSE,FALSE
1973-02-10,Nigeria,Ghana,Ghana,Kwasi Owusu,82,FALSE,FALSE
1973-02-11,Guinea,Morocco,Morocco,Moustapha Choukri,22,FALSE,FALSE
1973-02-11,Guinea,Morocco,Guinea,Chérif Souleymane,38,FALSE,FALSE
1973-02-11,Tunisia,Ivory Coast,Ivory Coast,Noël Kouamé,17,FALSE,FALSE
1973-02-11,Tunisia,Ivory Coast,Tunisia,Mohieddine Habita,48,FALSE,TRUE
1973-02-14,Cyprus,Northern Ireland,Cyprus,Kokos Antoniou,88,FALSE,FALSE
1973-02-17,New Caledonia,Tahiti,Tahiti,Erroll Bennett,NA,FALSE,FALSE
1973-02-17,New Caledonia,Tahiti,Tahiti,Alexis Tumahai,NA,FALSE,FALSE
1973-02-17,New Caledonia,Tahiti,New Caledonia,Roger Mandin,NA,FALSE,FALSE
1973-02-17,New Zealand,Fiji,New Zealand,Brian Turner,NA,FALSE,FALSE
1973-02-17,New Zealand,Fiji,New Zealand,Dave Taylor,NA,FALSE,FALSE
1973-02-17,New Zealand,Fiji,New Zealand,Geoff Brand,NA,FALSE,FALSE
1973-02-17,New Zealand,Fiji,New Zealand,Malcolm Bland,NA,FALSE,FALSE
1973-02-17,New Zealand,Fiji,New Zealand,Alan Vest,NA,FALSE,FALSE
1973-02-17,New Zealand,Fiji,Fiji,Terio Vakatawa,NA,FALSE,FALSE
1973-02-18,New Caledonia,Vanuatu,New Caledonia,Jean Hmae,NA,FALSE,FALSE
1973-02-18,New Caledonia,Vanuatu,New Caledonia,Jean Hmae,NA,FALSE,FALSE
1973-02-18,New Caledonia,Vanuatu,New Caledonia,Segin Wayewol,NA,FALSE,FALSE
